y,tariff,age,area,channel,m01.out.peak.count,m01.out.peak.duration,m01.out.peak.value,m01.out.offpeak.count,m01.out.offpeak.duration,m01.out.offpeak.value,m01.in.count,m01.in.duration,m01.sms.count,m01.custom.service.count,m02.out.peak.count,m02.out.peak.duration,m02.out.peak.value,m02.out.offpeak.count,m02.out.offpeak.duration,m02.out.offpeak.value,m02.in.count,m02.in.duration,m02.sms.count,m02.custom.service.count,m03.out.peak.count,m03.out.peak.duration,m03.out.peak.value,m03.out.offpeak.count,m03.out.offpeak.duration,m03.out.offpeak.value,m03.in.count,m03.in.duration,m03.sms.count,m03.custom.service.count,m04.out.peak.count,m04.out.peak.duration,m04.out.peak.value,m04.out.offpeak.count,m04.out.offpeak.duration,m04.out.offpeak.value,m04.in.count,m04.in.duration,m04.sms.count,m04.custom.service.count,m05.out.peak.count,m05.out.peak.duration,m05.out.peak.value,m05.out.offpeak.count,m05.out.offpeak.duration,m05.out.offpeak.value,m05.in.count,m05.in.duration,m05.sms.count,m05.custom.service.count,m06.out.peak.count,m06.out.peak.duration,m06.out.peak.value,m06.out.offpeak.count,m06.out.offpeak.duration,m06.out.offpeak.value,m06.in.count,m06.in.duration,m06.sms.count,m06.custom.service.count,m07.out.peak.count,m07.out.peak.duration,m07.out.peak.value,m07.out.offpeak.count,m07.out.offpeak.duration,m07.out.offpeak.value,m07.in.count,m07.in.duration,m07.sms.count,m07.custom.service.count,m08.out.peak.count,m08.out.peak.duration,m08.out.peak.value,m08.out.offpeak.count,m08.out.offpeak.duration,m08.out.offpeak.value,m08.in.count,m08.in.duration,m08.sms.count,m08.custom.service.count,payment_bank account,payment_credit card,payment_post account,gender_B,gender_F,gender_M,added.service.1_N,added.service.1_Y,added.service.2_N,added.service.2_Y
67,7,36.06,3,7,13,875,5.5984,13,1240,4.3894,158,4136,0,0,34,1778,12.1631,16,1211,4.7297,147,3614,0,0,23,1260,8.506,41,2857,11.4948,165,4819,0,0,8,553,3.5166,20,1732,6.4671,198,3737,0,0,28,1760,11.4545,29,2196,8.5753,225,6049,0,0,20,850,6.0947,14,977,3.9839,149,3592,0,0,36,2156,14.2077,30,1207,6.166,150,4427,0,0,50,3652,22.9333,33,2039,8.5897,104,5635,0,1,True,False,False,True,False,False,True,False,False,True
0,7,18.65,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,6,508,2.3463,0,0,0.0,1,30,0,0,True,False,False,True,False,False,False,True,True,False
19,3,36.68,1,4,14,506,3.9075,0,0,0.0,33,2349,0,0,8,708,4.2711,1,16,0.1441,24,944,0,0,10,429,3.1209,0,0,0.0,41,3628,0,0,9,379,2.7739,1,14,0.1389,18,2311,0,0,14,1638,9.415,0,0,0.0,33,3528,0,0,22,2137,12.6682,5,415,1.5716,38,5227,0,0,26,4007,22.1798,1,32,0.1844,48,5145,0,0,8,1104,6.1975,4,188,0.8904,36,2576,0,0,True,False,False,True,False,False,True,False,True,False
73,7,38.91,1,5,95,7718,47.3581,5,410,1.5582,58,7580,0,0,62,5508,33.2025,10,946,3.437,61,6923,0,0,42,2660,17.2791,13,725,3.0817,55,12710,0,0,40,3771,22.4793,0,0,0.0,33,5920,0,0,69,6125,36.9262,6,1129,3.4881,46,3752,0,0,27,2442,14.6684,4,697,2.1846,54,6877,0,0,63,3624,24.1376,6,175,1.0649,45,4669,0,0,4,180,1.2891,5,505,1.7999,23,1997,0,0,True,False,False,True,False,False,True,False,False,True
0,7,50.13,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,True,False,False,False,False,True,True,False,True,False
30,8,31.63,3,5,56,3268,22.2226,14,1503,5.2648,61,1587,3,4,50,2907,20.0571,0,0,0.0,44,1549,1,0,93,5743,38.929,0,0,0.0,67,2734,0,1,107,8850,56.2886,0,0,0.0,107,6494,0,0,88,7298,46.478,0,0,0.0,76,3604,0,0,118,6307,44.3998,0,0,0.0,68,4362,3,0,127,6547,44.4287,0,0,0.0,72,3714,0,2,119,8896,39.792,0,0,0.0,45,3381,1,0,False,True,False,False,False,True,False,True,True,False
2,8,20.0,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,4,116,1.0071,0,0,0.0,5,196,0,0,40,3888,23.9481,0,0,0.0,65,5140,0,0,3,229,1.4827,0,0,0.0,12,767,0,0,True,False,False,False,False,True,True,False,True,False
13,8,22.49,4,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,1,22,0,0,7,582,3.7045,0,0,0.0,2,11,1,3,0,0,0.0,0,0,0.0,1,14,0,0,0,0,0.0,0,0,0.0,0,0,0,0,9,2139,8.7333,0,0,0.0,1,23,1,4,False,True,False,False,False,True,True,False,True,False
51,8,33.11,3,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,16,849,6.0023,0,0,0.0,7,56,0,0,29,2087,13.6887,0,0,0.0,15,378,0,1,41,3340,21.3457,0,0,0.0,12,475,0,2,25,2961,17.7522,0,0,0.0,3,273,0,0,False,True,False,True,False,False,False,True,True,False
18,8,21.67,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,32,2195,14.5501,0,0,0.0,10,465,1,0,27,2263,14.3828,0,0,0.0,5,305,0,0,86,6363,41.4823,0,0,0.0,34,3175,0,0,53,2322,17.2672,0,0,0.0,30,1973,0,0,False,True,False,False,False,True,False,True,True,False
6,8,21.67,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,7,284,2.1774,0,0,0.0,41,2495,0,0,4,204,1.4585,0,0,0.0,24,1307,0,0,9,316,2.5487,0,0,0.0,42,1537,0,0,12,666,4.6522,0,0,0.0,17,847,0,0,False,True,False,False,False,True,True,False,True,False
189,7,49.77,1,8,76,10436,46.4692,46,7499,17.3158,106,14936,2,0,77,11727,50.9464,44,6932,17.6737,137,20319,1,1,220,30503,134.9414,92,15877,36.0404,238,38065,7,0,127,21342,92.7536,78,11308,25.7872,192,21998,16,0,242,34059,140.2428,12,1764,4.1379,241,38045,9,1,99,12101,50.9371,0,0,0.0,163,15408,0,0,163,34075,132.0131,0,0,0.0,176,37316,6,0,151,27350,108.3346,0,0,0.0,117,27829,2,0,True,False,False,False,False,True,True,False,True,False
140,7,38.91,2,5,37,1660,11.8976,3,228,0.8888,37,2320,0,0,44,2268,13.1268,1,12,0.1338,43,1890,0,0,57,2666,14.9488,0,0,0.0,43,2754,0,0,80,3973,21.7666,0,0,0.0,65,4026,0,0,99,4458,25.2739,0,0,0.0,77,5622,0,0,115,5265,29.6689,0,0,0.0,57,2842,0,0,117,5614,31.163,0,0,0.0,49,3077,0,0,68,3484,18.8646,0,0,0.0,22,2188,0,0,True,False,False,True,False,False,True,False,True,False
334,7,40.91,4,5,99,7352,41.3656,39,1395,7.5718,70,8395,0,0,110,10017,52.1121,18,416,2.8663,110,16519,0,4,188,11349,66.7407,32,819,5.0205,116,12634,0,2,242,18819,102.007,46,2831,11.3719,211,26688,0,1,364,30961,167.6879,50,3664,14.2614,240,34617,0,6,423,30389,166.2619,52,1836,9.5126,217,22687,0,2,248,22593,119.0846,49,2095,9.3205,262,32124,0,2,223,16298,76.0147,21,1497,5.5498,181,17779,0,0,True,False,False,False,False,True,False,True,True,False
46,8,23.93,1,7,0,0,0.0,0,0,0.0,0,0,0,0,3,252,1.6005,0,0,0.0,0,0,0,0,199,11083,77.1297,0,0,0.0,34,1152,0,0,96,11423,68.3381,0,0,0.0,67,8581,0,0,136,10082,65.7021,0,0,0.0,97,12446,0,0,213,13265,89.8558,0,0,0.0,120,8660,1,0,156,8162,57.9263,0,0,0.0,127,8722,0,0,108,4744,35.4594,0,0,0.0,97,4464,0,0,True,False,False,False,False,True,True,False,True,False
0,8,44.55,2,3,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
0,8,15.01,3,2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,True,False,False,False,False,True,False,True,True,False
0,8,26.55,1,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
0,7,32.72,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,8,1680,9.4336,0,0,0.0,11,1831,0,0,80,13726,78.5846,0,0,0.0,124,30958,0,0,133,13327,82.0216,0,0,0.0,130,19947,0,1,165,19295,90.9393,0,0,0.0,148,29004,110,8,319,28547,83.4016,0,0,0.0,129,21946,307,6,77,7438,20.697,0,0,0.0,29,3409,24,6,False,True,False,False,False,True,False,True,True,False
151,7,39.57,2,3,82,5490,29.4479,3,748,2.0173,17,1363,0,10,83,5019,25.0223,0,0,0.0,13,1705,0,8,120,9226,39.809,0,0,0.0,7,521,0,41,130,9997,45.958,0,0,0.0,6,104,0,40,129,8722,40.2976,0,0,0.0,7,362,0,42,128,7387,35.2002,0,0,0.0,7,403,0,66,145,9473,42.8447,0,0,0.0,17,728,0,110,93,11647,45.9688,0,0,0.0,11,1468,0,17,False,False,True,True,False,False,True,False,True,False
221,7,36.09,1,5,142,11191,53.7688,5,412,1.5638,161,21308,0,1,250,22320,101.6728,0,0,0.0,247,35522,2,0,257,23610,106.6804,0,0,0.0,213,31132,5,2,208,20324,90.5519,0,0,0.0,170,26296,0,1,130,12003,54.2161,0,0,0.0,146,17736,0,0,192,19834,87.2332,0,0,0.0,167,19751,0,1,228,24164,105.6645,0,0,0.0,259,37607,0,0,163,13487,62.4624,0,0,0.0,97,16903,1,1,True,False,False,True,False,False,True,False,True,False
0,8,15.47,4,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
108,7,20.78,4,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,86,7444,34.1812,0,0,0.0,201,18840,2,0,98,8891,40.3373,0,0,0.0,160,16091,0,5,69,5312,25.1809,0,0,0.0,109,10636,0,1,False,False,True,False,False,True,True,False,True,False
0,7,25.21,3,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,True,False,False,False,True,True,False
36,8,20.65,3,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,38,1870,13.5059,0,0,0.0,62,3250,0,0,30,1726,11.9405,0,0,0.0,48,2522,0,0,35,2539,16.6222,0,0,0.0,59,2986,3,0,True,False,False,False,False,True,True,False,True,False
206,7,51.93,1,5,52,3999,19.9394,34,1995,4.9193,201,20988,0,1,51,4794,21.1856,26,6517,19.0681,199,19887,0,0,64,6117,26.564,67,15099,24.793,284,29253,6,3,93,9858,45.8237,64,9709,17.7093,307,35721,3,0,156,12566,58.7299,14,961,2.3612,231,27411,2,2,186,14375,67.9606,0,0,0.0,266,30507,5,0,235,17036,82.1657,0,0,0.0,278,33700,1,0,123,12235,53.9739,0,0,0.0,92,7682,2,1,False,True,False,True,False,False,True,False,True,False
20,8,26.39,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
49,7,17.47,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,False,True,True,False,False,False,True,True,False
31,6,29.11,1,5,60,3479,18.0207,0,0,0.0,59,7506,0,0,44,2271,12.2628,0,0,0.0,51,4744,0,0,17,513,3.4995,0,0,0.0,49,4376,0,0,52,2565,14.0895,0,0,0.0,50,5650,0,0,40,2476,12.5453,0,0,0.0,48,4811,0,0,52,3439,17.0591,0,0,0.0,74,6108,0,0,35,2572,12.3562,0,0,0.0,44,3863,0,0,17,873,4.7225,0,0,0.0,15,899,0,0,False,True,False,True,False,False,True,False,True,False
95,8,20.16,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,43,3309,21.3947,0,0,0.0,42,2073,0,0,210,14320,95.0565,0,0,0.0,219,13151,0,0,190,13290,87.7161,0,0,0.0,181,14334,0,0,False,True,False,True,False,False,False,True,True,False
40,8,22.78,1,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,41,3693,23.1543,0,0,0.0,51,5188,0,0,49,4039,25.6498,0,0,0.0,65,6467,0,0,46,3037,20.2084,0,0,0.0,42,3530,0,0,43,2734,18.4478,0,0,0.0,70,6232,10,0,22,1866,11.832,0,0,0.0,19,2258,0,0,False,True,False,True,False,False,True,False,True,False
354,7,42.95,4,5,279,29568,154.1433,78,8425,29.1752,241,23450,0,1,357,41043,203.2423,72,7000,25.2243,399,21075,0,7,501,60567,257.2601,0,0,0.0,388,26959,0,2,542,63481,261.9707,0,0,0.0,352,23327,0,1,364,37346,163.7711,0,0,0.0,432,29680,0,2,398,41522,177.8972,0,0,0.0,303,21249,0,2,494,54943,234.5153,0,0,0.0,326,30297,0,1,140,18007,75.4507,0,0,0.0,136,10138,0,0,True,False,False,False,False,True,False,True,True,False
46,8,19.11,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,99,10899,66.0652,0,0,0.0,24,3666,1,3,False,True,False,False,False,True,True,False,True,False
69,8,19.5,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,272,40601,220.4042,0,0,0.0,69,8913,27,6,97,18846,104.6631,0,0,0.0,37,4656,7,0,False,False,True,False,False,True,False,True,True,False
172,7,23.01,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,33,5839,23.2519,0,0,0.0,6,146,0,3,70,11919,47.7382,0,0,0.0,7,138,0,6,46,6693,27.3934,0,0,0.0,19,411,0,3,124,28095,108.2824,0,0,0.0,4,26,0,0,95,22671,86.8577,0,0,0.0,15,230,0,0,44,15866,58.4614,0,0,0.0,0,0,0,1,True,False,False,True,False,False,True,False,True,False
7,8,20.16,1,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,9,413,2.9423,0,0,0.0,22,255,1,0,42,2706,18.2015,0,0,0.0,8,366,0,0,14,456,3.7825,0,0,0.0,24,1292,0,0,False,True,False,False,True,False,True,False,True,False
58,8,37.18,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,10,828,7.1194,27,2130,6.2641,15,706,3,0,40,3138,29.6446,95,9218,24.9165,95,9988,9,3,False,True,False,False,False,True,True,False,False,True
10,8,21.6,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,13,737,5.1186,0,0,0.0,6,140,0,0,63,5591,35.1495,0,0,0.0,16,1446,1,0,23,4105,23.4063,0,0,0.0,32,2413,0,0,36,2912,18.6394,0,0,0.0,11,1232,0,0,False,True,False,False,False,True,True,False,True,False
463,7,23.21,1,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,285,32565,139.9996,0,0,0.0,192,31134,0,0,225,22155,106.5451,0,0,0.0,96,15325,0,0,False,True,False,True,False,False,False,True,True,False
79,8,26.81,1,5,140,16093,101.5933,0,0,0.0,68,9824,0,3,131,15851,94.7409,0,0,0.0,136,12702,0,1,163,14995,93.5644,0,0,0.0,154,16176,0,0,117,14169,84.6767,0,0,0.0,111,11936,0,0,147,17323,103.8342,0,0,0.0,121,13515,0,0,93,12307,75.3795,0,0,0.0,100,12046,0,0,100,10224,60.5432,0,0,0.0,102,10345,0,2,46,4037,23.3154,0,0,0.0,106,35189,2,0,False,True,False,True,False,False,False,True,True,False
258,8,42.68,3,5,95,6917,45.2509,0,0,0.0,204,7266,0,0,157,11055,72.8535,0,0,0.0,251,8584,0,0,182,12022,80.2879,0,0,0.0,439,17654,0,0,169,10932,73.3617,0,0,0.0,362,14115,0,0,191,13607,89.441,0,0,0.0,320,12313,0,0,122,7324,50.1247,0,0,0.0,139,7906,0,0,209,14835,97.4874,0,0,0.0,185,11777,0,0,84,5368,36.0745,0,0,0.0,78,5169,0,0,True,False,False,True,False,False,True,False,True,False
85,8,22.13,1,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,5,334,2.228,0,0,0.0,7,171,0,0,52,3655,24.0979,0,0,0.0,54,2025,0,0,123,14754,88.0895,0,0,0.0,110,13592,3,0,231,24398,148.8579,0,0,0.0,139,14582,0,0,189,17509,109.225,0,0,0.0,159,11357,0,0,False,True,False,False,False,True,True,False,True,False
349,7,26.62,2,5,283,37913,166.4959,0,0,0.0,175,20166,1,1,277,44859,169.8704,0,0,0.0,149,24102,2,1,368,51950,211.1415,0,0,0.0,213,36500,5,0,260,34899,163.5857,0,0,0.0,159,29279,0,0,273,35689,143.1267,0,0,0.0,163,22172,5,0,202,23027,95.9267,0,0,0.0,146,20053,10,4,343,36140,153.9501,0,0,0.0,257,33095,11,0,142,18593,65.9872,0,0,0.0,96,10290,4,3,False,True,False,True,False,False,False,True,True,False
17,3,42.78,1,7,31,2175,13.7837,18,745,3.7541,13,1007,0,0,24,3106,17.5885,5,340,1.381,44,1514,0,0,43,2365,15.9503,15,937,3.9302,38,604,0,0,17,767,5.4884,8,976,3.3064,25,707,0,0,13,1146,6.9185,4,284,1.1341,16,733,0,0,15,875,5.8076,0,0,0.0,13,312,0,0,21,2215,12.9465,7,758,2.6494,31,1871,0,0,1,24,0.22,5,297,1.2715,6,237,0,0,False,False,True,True,False,False,False,True,True,False
36,8,38.42,3,5,14,572,4.3517,4,215,0.9596,171,26226,0,0,26,1052,8.0764,0,0,0.0,191,25593,0,1,32,1436,10.6617,0,0,0.0,225,37307,0,0,19,889,6.5156,0,0,0.0,138,15464,0,0,45,1158,10.5812,0,0,0.0,125,18376,0,0,27,1205,8.961,0,0,0.0,174,21246,0,0,65,3312,23.6847,0,0,0.0,211,28928,0,0,30,1104,8.755,0,0,0.0,110,13819,1,0,False,False,True,True,False,False,False,True,True,False
276,7,23.54,2,5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,93,0.4194,0,0,0.0,4,73,0,0,225,18974,87.7228,0,0,0.0,166,8700,0,0,166,14384,65.9262,0,0,0.0,341,9718,0,0,185,15883,73.0848,0,0,0.0,152,7958,0,0,228,22288,99.2909,0,0,0.0,127,9380,0,0,251,25107,111.2464,0,0,0.0,95,9111,0,0,False,True,False,False,False,True,True,False,True,False
267,7,44.36,1,5,428,59592,246.6216,0,0,0.0,149,8973,15,0,424,53871,226.7638,0,0,0.0,148,10375,7,0,575,63325,274.595,0,0,0.0,215,14129,56,2,413,49920,212.1987,0,0,0.0,169,11495,26,1,488,61222,258.4593,0,0,0.0,287,16081,4,3,353,48830,202.402,0,0,0.0,203,19189,29,2,367,39500,172.0349,0,0,0.0,262,11247,25,0,163,29249,116.2312,0,0,0.0,39,3803,5,0,True,False,False,True,False,False,True,False,True,False
45,3,42.59,4,5,58,1717,12.3154,16,822,3.7402,45,3280,0,0,66,2391,16.9072,10,253,1.6769,38,2579,0,0,57,2060,12.1455,11,96,1.3288,66,4457,0,0,86,2704,19.1259,9,319,1.7255,50,4879,0,0,76,2340,16.2328,14,538,2.8137,50,5150,0,0,60,1812,12.6,9,397,1.899,57,3540,0,0,63,3014,19.4405,10,460,2.2017,78,6241,0,0,27,2019,12.6124,11,800,3.169,19,2516,0,0,False,False,True,True,False,False,False,True,True,False
0,8,16.16,2,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,True,False,False,False,True,True,False,True,False
31,8,19.8,3,9,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,62,3351,23.5742,0,0,0.0,29,959,33,11,29,2655,16.5979,0,0,0.0,18,773,2,2,False,True,False,False,False,True,True,False,True,False
402,6,43.11,3,5,185,11115,56.7788,0,0,0.0,131,10268,0,0,300,15583,83.947,0,0,0.0,95,7198,0,0,481,26023,138.021,0,0,0.0,198,15056,0,1,327,17385,92.752,0,0,0.0,172,14024,0,3,443,26768,136.5166,0,0,0.0,222,14322,0,0,310,18628,95.0136,0,0,0.0,180,12316,0,1,380,22817,116.6428,0,0,0.0,167,12360,0,2,96,5758,29.484,0,0,0.0,43,2434,0,0,True,False,False,False,False,True,True,False,True,False
183,7,43.73,1,5,190,21486,129.7061,0,0,0.0,45,6740,19,0,192,25305,149.4786,0,0,0.0,36,3269,22,0,264,26830,164.7239,0,0,0.0,91,11366,3,0,250,24919,153.4936,0,0,0.0,81,12035,4,3,217,18252,115.9286,0,0,0.0,90,9427,5,1,330,28947,182.2928,0,0,0.0,151,14551,2,2,263,25745,158.9659,0,0,0.0,135,12421,3,1,183,25919,151.6917,0,0,0.0,70,12253,11,1,False,True,False,True,False,False,True,False,True,False
36,8,39.93,3,7,55,4137,25.8079,12,563,2.6696,108,4752,0,0,46,2661,17.5941,4,266,1.0887,86,3986,0,0,63,3313,22.626,7,339,1.5845,77,3484,0,0,33,1855,12.4327,11,731,2.9939,64,2773,0,0,33,1682,11.5934,14,1232,4.5768,88,3356,0,0,69,4236,27.7368,8,572,2.2796,105,4240,0,0,50,3667,23.0045,17,996,4.2861,73,2830,0,0,29,1760,11.7928,3,725,2.1526,31,2641,0,1,False,True,False,True,False,False,True,False,True,False
0,3,30.81,3,7,40,3644,21.8606,7,271,1.412,111,1629,0,0,87,9537,55.3859,2,758,2.133,65,2140,0,0,80,7817,46.2967,8,1109,3.6441,101,2099,0,0,34,2969,17.8534,5,862,2.7068,43,455,0,0,70,6952,41.0526,4,396,1.4197,9,313,0,0,56,3970,24.996,4,337,1.2695,42,3787,0,1,43,3926,23.5417,0,0,0.0,27,2926,0,0,0,0,0.0,0,0,0.0,0,0,0,0,False,False,True,True,False,False,True,False,True,False
